Instrument,Question Label,Question Description,Question ID,Response Label,Response Value,Response Description,,
,My relations with the opposite sex are poor,,ASRM_30,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am afraid I might think or do something bad,,ASRM_31,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that I have to be perfect,,ASRM_32,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that no one loves me,,ASRM_33,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that others are out to get me,,ASRM_34,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel worthless or inferior,,ASRM_35,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"I accidentally get hurt a lot, accident-prone",,ASRM_36,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I get in many fights,,ASRM_37,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My relations with neighbors are poor,,ASRM_38,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I hang around people who get in trouble,,ASRM_39,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I hear sounds or voices that other people think aren't there,,ASRM_40a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_40b,,,,,
,I am impulsive or act without thinking,,ASRM_41,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I would rather be alone than with others,,ASRM_42,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I lie or cheat,,ASRM_43,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel overwhelmed by my responsibilities,,ASRM_44,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am nervous or tense,,ASRM_45,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Parts of my body twitch or make nervous movements,,ASRM_46a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_46b,,,,,
,I lack self-confidence,,ASRM_47,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am not liked by others,,ASRM_48,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I can do certain things better than other people,,ASRM_49,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am too fearful or anxious,,ASRM_50,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel dizzy or lightheaded,,ASRM_51,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel too guilty,,ASRM_52,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble planning for the future,,ASRM_53,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel tired without good reason,,ASRM_54,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My moods swing between elation and depression,,ASRM_55,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Aches or pains (<b>not</b> stomach or headaches),,ASRM_56a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Headaches,,ASRM_56b,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Nausea, feel sick",,ASRM_56c,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Problems with eyes (<b>not</b> if corrected by glasses),,ASRM_56d1,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_56d2,,,,,
,Rashes or other skin problems,,ASRM_56e,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Stomachaches,,ASRM_56f,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Vomiting, throwing up",,ASRM_56g,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Heart pounding or racing,,ASRM_56h,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Numbness or tingling in body parts,,ASRM_56i,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I physically attack people,,ASRM_57,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I pick my skin or other parts of my body,,ASRM_58a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_58b,,,,,
,I fail to finish things I should do,,ASRM_59,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,There is very little that I enjoy,,ASRM_60,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My work performance is poor,,ASRM_61,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am poorly coordinated or clumsy,,ASRM_62,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I would rather be with older people than with people of my own age,,ASRM_63,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble setting priorities,,ASRM_64,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I refuse to talk,,ASRM_65,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I repeat certain acts over and over,,ASRM_66a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_66b,,,,,
,I have trouble making or keeping friends,,ASRM_67,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I scream or yell a lot,,ASRM_68,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am secretive or keep things to myself,,ASRM_69,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I see things that other people think aren't there,,ASRM_70a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_70b,,,,,
,I am self-conscious or easily embarrassed,,ASRM_71,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I worry about my family,,ASRM_72,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I meet my responsibilities to my family,,ASRM_73,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I show off or clown,,ASRM_74,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am too shy or timid,,ASRM_75,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My behavior is irresponsible,,ASRM_76,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I sleep more than most other people during day and/or night,,ASRM_77a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_77b,,,,,
,I have trouble making decisions,,ASRM_78,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have a speech problem,,ASRM_79a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_79b,,,,,
,I stand up for my rights,,ASRM_80,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My behavior is very changeable,,ASRM_81,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I steal,,ASRM_82,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am easily bored,,ASRM_83,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I do things that other people think are strange,,ASRM_84a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_84b,,,,,
,I have thoughts that other people would think are strange,,ASRM_85a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_85b,,,,,
,"I am stubborn, sullen, or irritable",,ASRM_86,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My moods or feelings change suddenly,,ASRM_87,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I enjoy being with people,,ASRM_88,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I rush into things without considering the risks,,ASRM_89,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I drink too much alcohol or get drunk,,ASRM_90,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I think about killing myself,,ASRM_91,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I do things that may cause me trouble with the law,,ASRM_92a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_92b,,,,,
,I talk too much,,ASRM_93,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I tease others a lot,,ASRM_94,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have a hot temper,,ASRM_95,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I think about sex too much,,ASRM_96,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I threaten to hurt people,,ASRM_97,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I like to help others,,ASRM_98,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I dislike staying in one place for very long,,ASRM_99,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble sleeping,,ASRM_100a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,ASRM_100b,,,,,
,I stay away from my job even when I'm not sick or not on vacation,,ASRM_101,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I don't have much energy,,ASRM_102,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"I am unhappy, sad, or depressed",,ASRM_103,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am louder than others,,ASRM_104,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,People think I am disorganized,,ASRM_105,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I try to be fair to others,,ASRM_106,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that I can't succeed,,ASRM_107,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I tend to lose things,,ASRM_108,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I like to try new things,,ASRM_109,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I wish I were of the opposite sex,,ASRM_110,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I keep from getting involved with others,,ASRM_111,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I worry a lot,,ASRM_112,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I worry about my relations with the opposite sex,,ASRM_113,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I fail to pay my debts or meet other financial responsibilities,,ASRM_114,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel restless or fidgety,,ASRM_115,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I get upset too easily,,ASRM_116,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble managing money or credit cards,,ASRM_117,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am too impatient,,ASRM_118,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am not good at details,,ASRM_119,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I drive too fast,,ASRM_120,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I tend to be late for appointments,,ASRM_121,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble keeping a job,,ASRM_122,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am a happy person,,ASRM_123,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<b>In the past 6 months,</b> about how many times per day did you use tobacco (including smokeless tobacco)?",Times per day,ASRM_124,,,,,
,"<b>In the past 6 months,</b> on how many days were you drunk?",Number of days,ASRM_125,,,,,
,"<b>In the past 6 months,</b> on how many days did you use drugs for nonmedical purposes (including marijuana, cocaine, and other drugs, except alcohol and nicotine)?",Number of days,ASRM_126,,,,,
,Anxious/Depressed  Raw Score,"Sum of scores of items 12-Lonely, 13-Confused, 14-Cries a lot, 22-Worries about future, 31-Fears doing bad, 33-Feels unloved, 34-Others out to get him/her, 35-Feels worthless, 45-Nervous, tense, 47-Lacks self-confidence, 50-Fearful, anxious, 52-Feels too guilty, 71-Self-conscious, 91-Suicidal thoughts, 103-Unhappy, sad, depressed, 107-Can’t succeed, 112-Worries, 113-Worries about relations with opposite sex.",ASRM_127,,,,,
,Withdrawn Raw Score,"Sum of scores of items 25-Doesn’t get along, 30-Poor relations with opposite sex, 42-Rather be alone, 48-Not liked, 60-Enjoys little, 65-Refuses to talk, 67-Trouble making friends, 69-Secretive, 111-Withdrawn.",ASRM_128,,,,,
,Somatic Complaints Raw Score,"Sum of scores of items 51-Feels dizzy, 54-Tired without good reason, 56a-Aches, pains, 56b-Headaches, 56c-Nausea, feels sick, 56d-Eye problems, 56e-Skin problems, 56f-Stomachaches, 56g-Vomiting, 56h-Heart pounding, 56i-Numbness, 100a-Trouble sleeping.",ASRM_129,,,,,
,Thought Problems  Raw Score,"Sum of scores of items 9a-Can’t get mind off thoughts, 18-Harms self, 36-Accident-prone, 40a-Hears sounds, voices, 46a-Twitching, 63-Prefers older people, 66a-Repeats acts, 70a-Sees things, 84a-Strange behavior, 85a-Strange ideas.",ASRM_130,,,,,
,Attention Problems Raw Score,"Sum of scores of items 1-Forgetful, 8-Can’t concentrate, 11-Too dependent, 17-Confused, 53-Trouble planning, 59-Fails to finish, 61-Poor work performance, 64-Trouble setting priorities, 78-Trouble making decisions, 101-Skips job, 102-Lacks energy, 105-Disorganized, 108-Loses things, 119-Not good at details, 121-Late for appointments.",ASRM_131,,,,,
,Aggressive Behavior Raw Score,"Sum of scores of items 3-Argues, 5-Blames others, 16-Mean to others, 28-Gets along badly with family, 37-Gets in fights, 55-Mood swings between elation and depression, 57-Attacks, 68-Screams a lot, 81-Changeable behavior, 86-Stubborn, sullen, irritable, 87-Mood changes, 95-Hot temper, 97-Threatens people, 116-Easily upset, 118-Impatient.",ASRM_132,,,,,
,Rule-Breaking Behavior Raw Score,"Sum of scores of items 6a-Use drugs, 20-Damages own things, 23-Breaks rules, 26-Lacks guilt, 39-Bad friends, 41-Impulsive, 43-Lying, cheating, 76-Irresponsible, 82-Steals, 90-Gets drunk, 92a-Trouble with the law, 114-Fails to pay debts, 117-Trouble managing money, 122-Trouble keeping jobs.",ASRM_133,,,,,
,Intrusive Raw Score,"Sum of scores of items 7-Brags, 19-Demands attention, 74-Showing off, clowning, 93-Talks too much, 94-Teases a lot, 104-Loud.",ASRM_134,,,,,
,Other Problems Raw Score,"Sum of scores of items 10-Can’t sit still, 21-Damages other’s things, 24-Doesn’t eat well, 27-Jealous, 29a-Fears, 32-Must be perfect, 38-Poor relations with neighbors, 44-Overwhelmed by responsibilities, 58a-Picks skin, 62-Clumsy, 72-Worries about family, 75-Too shy, 77a-Sleeps more than other people, 79a-Speech problem, 83-Easily bored, 89-Rushes into things, 96-Thinks about sex, 99-Dislikes staying in one place, 110-Wishes to be opposite sex, 115-Restless, fidgety, 120-Drives too fast.",ASRM_135,,,,,
,Critical Items Sum (Raw Score),"“Critical” items were determined by a group of highly experienced psychiatrists and psychologists from 10 cultures who identified ASEBA adult problem items that are very consistent with DSM-IV diagnostic categories. Sum of scores of items 14-Cries, 6a-Uses drugs, 8-Can’t concentrate, 9a-Can’t get mind off thoughts, 10-Can’t sit still, 16-Mean to others, 18-Harms self, 21-Damages other’s things, 40a-Hears sounds, voices, 55-Mood swings, 57-Attacks, 66a-Repeats acts, 70a-Sees things, 84a-Strange behavior, 90-Gets drunk, 91-Suicidal thoughts, 92a-Trouble with the law, 97-Threatens people, 103-Unhappy, sad, depressed.",ASRM_136,,,,,
